name,start,end,length,mfe,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0113416.5,34719,35212,493,-105.89,17.0,400.0,50.8722,47.5517,1.0,0.945233,1.0,0.948602,2.22963,4.20003
FBtr0309227.5,34719,35212,493,-105.89,17.0,400.0,50.8722,47.5517,1.0,0.945233,1.0,0.948602,2.22963,4.20003
FBtr0309228.6,34719,35212,493,-105.89,17.0,400.0,50.8722,47.5517,1.0,0.945233,1.0,0.948602,2.22963,4.20003
FBtr0309229.7,34719,35212,493,-105.89,17.0,400.0,50.8722,47.5517,1.0,0.945233,1.0,0.948602,2.22963,4.20003
FBtr0309225.5,35745,38298,2553,-796.96,17.0,222.0,48.5233,62.9896,1.0,0.925969,0.9526047786917352,0.660004,1.41241,2.31961
FBtr0309226.5,35745,38298,2553,-796.96,17.0,222.0,48.5233,62.9896,1.0,0.925969,0.9526047786917352,0.660004,1.41241,2.31961
FBtr0309229.6,35745,38298,2553,-796.96,17.0,222.0,48.5233,62.9896,1.0,0.925969,0.9526047786917352,0.660004,1.41241,2.31961
FBtr0078163.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0078164.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0113416.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0309225.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0309226.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0309227.4,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0309228.5,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0309229.5,38534,38731,197,-56.62,27.0,38.0,47.1066,1.0,1.0,0.786802,0.7157360406091371,0.961853,2.70461,9.7269
FBtr0078163.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0078164.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0113416.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0309225.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0309226.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0309227.3,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0309228.4,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBtr0309229.4,39300,39857,557,-219.85,3.0,69.0,58.1329,23.2388,1.0,0.913824,0.7827648114901257,0.925786,2.42238,6.94367
FBti0019092-RA.1.,47513,52519,5006,-1787.06,449.0,449.0,45.1059,261.226,0.0,0.923492,0.0,0.00418777,0.00469397,0.0130282
FBti0019092-RA.FlyBase.,47513,52519,5006,-1787.06,449.0,449.0,45.1059,261.226,0.0,0.923492,0.0,0.00418777,0.00469397,0.0130282
FBtr0113416.2,58080,58176,96,-15.32,31.0,27.0,42.0833,154.146,1.0,1.0,0.0,0.999938,2.40042,2.61299
FBtr0078163.2,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0078164.2,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0309225.2,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0309226.2,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0309228.3,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0309229.3,58080,58182,102,-19.08,31.0,27.0,41.9608,154.696,1.0,1.0,0.0,0.999941,2.49136,2.74748
FBtr0309227.2,58080,58193,113,-19.80,31.0,31.0,39.469,155.602,1.0,0.99115,0.0,0.999947,2.59908,2.87634
FBtr0309229.2,58248,58350,102,-26.93,9.0,7.0,54.7059,138.706,1.0,0.960784,0.0,0.468127,0.842706,0.779873
FBtr0309228.2,58248,58731,483,-132.91,21.0,77.0,42.5259,75.9731,1.0,0.952381,0.35196687370600416,0.855284,1.58417,1.45652
FBtr0309225.1,58958,59268,310,-120.06,59442.0,59442.0,45.5484,223.413,1.0,0.941935,0.3225806451612903,0.677426,1.38626,1.43574
FBtr0078163.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBtr0078164.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBtr0113416.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBtr0309227.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBtr0309228.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBtr0309229.1,59189,59268,79,-26.27,59442.0,59442.0,52.9114,335.975,1.0,0.873418,1.0,0.998684,2.23399,2.70482
FBti0059816-RA.1.,60239,60580,341,-95.36,19.0,19.0,37.5953,2.50733,1.0,0.953079,0.7595307917888563,0.319651,0.187246,0.0452933
FBti0059816-RA.FlyBase.,60239,60580,341,-95.36,19.0,19.0,37.5953,2.50733,1.0,0.953079,0.7595307917888563,0.319651,0.187246,0.0452933
FBti0059818-RA.1.,60662,60773,111,-14.41,3.0,4.0,33.6937,7.28829,1.0,0.963964,0.0,0.243784,0.197063,0.247288
FBti0059818-RA.FlyBase.,60662,60773,111,-14.41,3.0,4.0,33.6937,7.28829,1.0,0.963964,0.0,0.243784,0.197063,0.247288
FBti0019093-RA.1.,64315,64936,621,-238.51,2.0,18.0,44.6055,17.4429,0.0,0.932367,0.11272141706924316,0.0391804,0.0299436,0.0102448
FBti0019093-RA.FlyBase.,64315,64936,621,-238.51,2.0,18.0,44.6055,17.4429,0.0,0.932367,0.11272141706924316,0.0391804,0.0299436,0.0102448
FBtr0309226.1,65345,65404,59,-9.45,6.0,6.0,40.0,43.3051,0.0,1.0,1.0,0.323475,0.174627,-0.182983
FBti0059819-RA.1.,65663,65698,35,-4.61,15.0,15.0,22.8571,220.571,0.0,0.971429,1.0,0.697514,0.491457,0.963971
FBti0059819-RA.FlyBase.,65663,65698,35,-4.61,15.0,15.0,22.8571,220.571,0.0,0.971429,1.0,0.697514,0.491457,0.963971
FBtr0306539.1,66481,66612,131,-29.29,9017.0,9017.0,39.2366,417.038,1.0,1.0,1.0,0.199061,0.384534,0.219916
FBtr0306539,66481,71390,4909,-1617.62,9017.0,18340.0,42.2612,168.71,1.0,0.950906,1.0,0.579427,1.22232,1.74727
FBtr0306539.2,66675,67003,328,-98.68,196.0,2212.0,47.8049,708.899,1.0,0.978659,1.0,0.706213,1.22707,1.3224
FBtr0306538.1,67042,67111,69,-15.27,18340.0,18340.0,39.4203,692.623,1.0,0.811594,1.0,0.998812,1.98768,2.22809
FBtr0306537.1,67042,67137,95,-19.16,18340.0,18340.0,36.0,692.453,1.0,0.863158,1.0,0.831011,1.59665,1.68671
FBtr0078100.1,67042,67507,465,-135.84,18340.0,18340.0,37.3333,587.996,1.0,0.96129,1.0,0.778594,1.34576,1.37502
FBtr0306536.1,67042,67507,465,-135.84,18340.0,18340.0,37.3333,587.996,1.0,0.96129,1.0,0.778594,1.34576,1.37502
FBtr0306536,67042,71081,4039,-1346.99,18340.0,18340.0,43.3028,114.953,1.0,0.945531,1.0,0.606201,1.30745,1.9648
FBtr0306538,67042,71081,4039,-1346.99,18340.0,18340.0,43.3028,114.953,1.0,0.945531,1.0,0.606201,1.30745,1.9648
FBtr0078100,67042,71390,4348,-1426.35,18340.0,18340.0,42.0607,158.452,1.0,0.949172,1.0,0.584923,1.25433,1.84654
FBtr0306537,67042,71390,4348,-1426.35,18340.0,18340.0,42.0607,158.452,1.0,0.949172,1.0,0.584923,1.25433,1.84654
FBtr0306537.2,67388,67507,119,-28.69,8950.0,8950.0,40.8403,510.21,1.0,0.991597,1.0,0.890555,1.35123,1.56419
FBtr0306538.2,67388,67507,119,-28.69,8950.0,8950.0,40.8403,510.21,1.0,0.991597,1.0,0.890555,1.35123,1.56419
FBtr0306539.3,67388,67507,119,-28.69,8950.0,8950.0,40.8403,510.21,1.0,0.991597,1.0,0.890555,1.35123,1.56419
FBtr0078100.2,67568,67762,194,-57.03,5920.0,665.0,41.0309,223.665,1.0,0.917526,1.0,0.779691,1.90594,3.19306
FBtr0306536.2,67568,67762,194,-57.03,5920.0,665.0,41.0309,223.665,1.0,0.917526,1.0,0.779691,1.90594,3.19306
FBtr0306537.3,67568,67762,194,-57.03,5920.0,665.0,41.0309,223.665,1.0,0.917526,1.0,0.779691,1.90594,3.19306
FBtr0306538.3,67568,67762,194,-57.03,5920.0,665.0,41.0309,223.665,1.0,0.917526,1.0,0.779691,1.90594,3.19306
FBtr0306539.4,67568,67762,194,-57.03,5920.0,665.0,41.0309,223.665,1.0,0.917526,1.0,0.779691,1.90594,3.19306
FBtr0078100.3,67891,68023,132,-34.74,31.0,31.0,47.1212,12.0379,1.0,0.916667,1.0,0.982909,2.41566,5.29062
FBtr0306536.3,67891,68023,132,-34.74,31.0,31.0,47.1212,12.0379,1.0,0.916667,1.0,0.982909,2.41566,5.29062
FBtr0306537.4,67891,68023,132,-34.74,31.0,31.0,47.1212,12.0379,1.0,0.916667,1.0,0.982909,2.41566,5.29062
FBtr0306538.4,67891,68023,132,-34.74,31.0,31.0,47.1212,12.0379,1.0,0.916667,1.0,0.982909,2.41566,5.29062
FBtr0306539.5,67891,68023,132,-34.74,31.0,31.0,47.1212,12.0379,1.0,0.916667,1.0,0.982909,2.41566,5.29062
FBtr0078100.4,68084,70549,2465,-849.39,17.0,443.0,46.7911,32.946,1.0,0.939959,1.0,0.556571,1.2389,1.95781
FBtr0306536.4,68084,70549,2465,-849.39,17.0,443.0,46.7911,32.946,1.0,0.939959,1.0,0.556571,1.2389,1.95781
FBtr0306537.5,68084,70549,2465,-849.39,17.0,443.0,46.7911,32.946,1.0,0.939959,1.0,0.556571,1.2389,1.95781
FBtr0306538.5,68084,70549,2465,-849.39,17.0,443.0,46.7911,32.946,1.0,0.939959,1.0,0.556571,1.2389,1.95781
FBtr0306539.6,68084,70549,2465,-849.39,17.0,443.0,46.7911,32.946,1.0,0.939959,1.0,0.556571,1.2389,1.95781
FBtr0306536.5,70606,71081,475,-140.31,36.0,36.0,38.4842,4.98947,1.0,0.968421,1.0,0.739573,1.55282,1.83393
FBtr0306538.6,70606,71081,475,-140.31,36.0,36.0,38.4842,4.98947,1.0,0.968421,1.0,0.739573,1.55282,1.83393
FBtr0078100.5,70606,71390,784,-214.16,36.0,36.0,33.4949,4.32526,1.0,0.980867,1.0,0.569005,1.16155,1.2297
FBtr0306537.6,70606,71390,784,-214.16,36.0,36.0,33.4949,4.32526,1.0,0.980867,1.0,0.569005,1.16155,1.2297
FBtr0306539.7,70606,71390,784,-214.16,36.0,36.0,33.4949,4.32526,1.0,0.980867,1.0,0.569005,1.16155,1.2297
FBtr0306540.1,71756,71804,48,-12.75,23048.0,33.0,45.4167,59.3958,1.0,1.0,1.0,0.532542,0.871354,0.577312
FBtr0306540,71756,76211,4455,-1580.03,23048.0,28874.0,40.009,188.884,1.0,0.960943,1.0,0.531794,1.09216,1.98943
FBtr0306540.2,71949,72081,132,-26.22,7.0,15.0,36.2121,106.288,1.0,1.0,1.0,0.311227,0.640197,0.589788
FBtr0078101.1,72386,72977,591,-227.88,1762.0,28874.0,46.0914,458.57,1.0,0.962775,1.0,0.597985,1.16272,1.37564
FBtr0078101,72386,76211,3825,-1380.92,1762.0,28874.0,40.8314,225.314,1.0,0.957647,1.0,0.582931,1.18821,2.25806
FBtr0302164.1,73484,73692,208,-71.35,3516.0,706.0,48.4615,417.399,1.0,0.956731,1.0,0.658822,0.843029,0.880029
FBtr0331680.1,73484,73692,208,-71.35,3516.0,706.0,48.4615,417.399,1.0,0.956731,1.0,0.658822,0.843029,0.880029
FBtr0302164,73484,76211,2727,-948.45,3516.0,1588.0,39.7946,97.407,1.0,0.950495,1.0,0.602422,1.27547,2.73836
FBtr0331680,73484,76211,2727,-948.45,3516.0,1588.0,39.7946,97.407,1.0,0.950495,1.0,0.602422,1.27547,2.73836
FBtr0331680.2,73819,73897,78,-24.01,210.0,690.0,53.3333,246.897,1.0,1.0,1.0,0.569936,0.737577,0.692897
FBtr0301733.1,74128,74572,444,-107.99,1588.0,119.0,33.4234,65.2072,1.0,0.95045,1.0,0.321115,0.595986,0.584545
FBtr0301733,74128,76211,2083,-684.00,1588.0,1401.0,38.2045,38.3581,1.0,0.946231,1.0,0.626411,1.44216,3.38035
FBtr0078101.2,74902,75018,116,-26.88,106.0,106.0,41.5517,13.9052,1.0,0.982759,1.0,0.903,1.83863,2.99021
FBtr0301733.2,74902,75018,116,-26.88,106.0,106.0,41.5517,13.9052,1.0,0.982759,1.0,0.903,1.83863,2.99021
FBtr0302164.2,74902,75018,116,-26.88,106.0,106.0,41.5517,13.9052,1.0,0.982759,1.0,0.903,1.83863,2.99021
FBtr0306540.3,74902,75018,116,-26.88,106.0,106.0,41.5517,13.9052,1.0,0.982759,1.0,0.903,1.83863,2.99021
FBtr0331680.3,74902,75018,116,-26.88,106.0,106.0,41.5517,13.9052,1.0,0.982759,1.0,0.903,1.83863,2.99021
FBtr0078101.3,75077,76211,1134,-406.29,15.0,1401.0,42.1869,25.7094,1.0,0.935626,1.0,0.854498,2.06727,5.47414
FBtr0301733.3,75077,76211,1134,-406.29,15.0,1401.0,42.1869,25.7094,1.0,0.935626,1.0,0.854498,2.06727,5.47414
FBtr0302164.3,75077,76211,1134,-406.29,15.0,1401.0,42.1869,25.7094,1.0,0.935626,1.0,0.854498,2.06727,5.47414
FBtr0306540.4,75077,76211,1134,-406.29,15.0,1401.0,42.1869,25.7094,1.0,0.935626,1.0,0.854498,2.06727,5.47414
FBtr0331680.4,75077,76211,1134,-406.29,15.0,1401.0,42.1869,25.7094,1.0,0.935626,1.0,0.854498,2.06727,5.47414
FBtr0306541.1,76347,77583,1236,-419.65,75.0,75.0,42.1359,20.1723,1.0,0.949029,1.0,0.710244,1.49396,2.82671
FBtr0306541,76347,77783,1436,-469.79,75.0,75.0,40.6407,22.0814,1.0,0.947772,1.0,0.631854,1.34729,2.47127
FBtr0306541.2,77641,77783,142,-22.48,2.0,4.0,36.1972,7.62676,1.0,0.971831,1.0,0.136972,0.403296,0.22112
FBtr0290323.2,82420,84277,1857,-574.11,55.0,29.0,40.517,39.8276,1.0,0.945073,1.0,0.700872,1.53008,3.59299
FBtr0290323,82420,87387,4967,-1559.17,20355.0,20355.0,37.7491,83.2065,1.0,0.950473,1.0,0.591306,1.21192,2.005
FBtr0330637.2,82983,84277,1294,-431.38,55.0,29.0,46.3215,39.7948,1.0,0.935085,1.0,0.745087,1.72819,4.69704
FBtr0330637,82983,87387,4404,-1427.70,20355.0,20355.0,39.1008,79.6016,1.0,0.948229,1.0,0.590291,1.22946,2.12639
FBtr0290323.1,87019,87387,368,-82.55,20355.0,20355.0,35.2717,310.505,1.0,0.983696,1.0,0.619666,1.21603,1.66304
FBtr0330637.1,87019,87387,368,-82.55,20355.0,20355.0,35.2717,310.505,1.0,0.983696,1.0,0.619666,1.21603,1.66304
FBtr0078103.1,94738,94892,154,-43.07,24362.0,24362.0,39.0909,483.182,1.0,1.0,1.0,0.41463,1.09545,3.07242
FBtr0078103,94738,102086,7348,-2418.30,24362.0,24362.0,39.6815,51.2298,1.0,0.958764,0.9639357648339685,0.871182,2.48382,8.21444
FBtr0078103.2,94988,95070,82,-25.67,289.0,138.0,46.5854,383.451,1.0,0.963415,1.0,0.800317,1.81743,5.61828
FBtr0078103.3,95131,95301,170,-41.72,23.0,150.0,41.6471,218.365,1.0,0.947059,1.0,0.964065,2.64473,8.19898
FBtr0078103.4,95353,97833,2480,-829.62,221.0,221.0,42.9032,33.7675,1.0,0.95,1.0,0.954527,2.65754,9.10464
FBtr0078103.5,97883,98470,587,-187.24,9.0,68.0,41.6014,4.93526,1.0,0.955707,1.0,0.934571,2.58058,9.21086
FBtr0078103.6,98526,99723,1197,-402.50,14.0,271.0,42.2723,7.94207,1.0,0.969925,1.0,0.956927,2.60361,9.14969
FBtr0078103.7,99784,100516,732,-243.78,15.0,35.0,42.5683,5.10974,1.0,0.978142,0.6379781420765027,0.983249,3.2163,10.9811
FBtr0078103.8,100571,100703,132,-40.80,44.0,44.0,41.8182,1.24675,1.0,0.984848,1.0,0.97972,3.51342,11.1008
FBtr0078103.9,100761,100942,181,-36.31,10.0,6.0,36.4641,2.12155,1.0,0.889503,1.0,0.983061,3.5455,11.033
FBtr0078103.10,101015,101194,179,-47.18,7.0,9.0,40.5587,9.73743,1.0,1.0,1.0,0.996006,3.33612,11.1693
FBtr0078103.11,101248,101619,371,-115.83,5.0,15.0,41.3477,13.7925,1.0,0.962264,1.0,0.985717,3.19367,10.6105
FBtr0078103.12,101875,102086,211,-46.70,25.0,25.0,30.3318,102.043,1.0,0.957346,1.0,0.676976,1.45009,1.78465
FBtr0078104.1,102379,102906,527,-210.13,28369.0,28369.0,50.019,453.034,1.0,0.914611,1.0,0.806619,1.67049,5.6239
FBtr0330636.1,102379,102906,527,-210.13,28369.0,28369.0,50.019,453.034,1.0,0.914611,1.0,0.806619,1.67049,5.6239
FBtr0078104,102379,104142,1763,-654.55,28369.0,28369.0,45.3545,177.606,1.0,0.897901,1.0,0.79023,1.72965,5.07106
FBtr0330636,102379,104142,1763,-654.55,28369.0,28369.0,45.3545,177.606,1.0,0.897901,1.0,0.79023,1.72965,5.07106
FBtr0078104.2,103005,103434,429,-164.93,15.0,56.0,53.4732,42.6317,1.0,0.841492,1.0,0.90676,2.24251,7.84142
FBtr0330636.2,103005,103434,429,-164.93,15.0,56.0,53.4732,42.6317,1.0,0.841492,1.0,0.90676,2.24251,7.84142
FBtr0078104.3,103515,104142,627,-186.65,9.0,18.0,38.8198,12.0957,1.0,0.929825,1.0,0.838738,1.75722,3.84106
FBtr0330636.3,103877,104142,265,-48.31,8.0,9.0,30.2642,4.2566,1.0,0.950943,1.0,0.789396,1.57847,1.29293
FBtr0301452.5,103961,104947,986,-333.47,53.0,83.0,40.6085,35.7951,1.0,0.940162,1.0,0.780989,2.02901,4.6008
FBtr0301452,103961,106732,2771,-961.94,69595.0,69595.0,43.1108,72.8135,1.0,0.936485,1.0,0.77289,2.36044,6.40036
FBtr0301452.4,105004,105336,332,-105.92,11.0,53.0,43.0723,60.5723,1.0,0.966867,1.0,0.964849,3.54065,10.7076
FBtr0301452.3,105390,105455,65,-12.96,202.0,7.0,41.5385,14.3692,1.0,0.923077,1.0,0.994692,3.932,12.1468
FBtr0301452.2,105511,105915,404,-133.62,171.0,202.0,48.3168,29.8688,1.0,0.905941,1.0,0.966698,3.32535,10.0661
FBtr0301452.1,105968,106732,764,-277.74,69595.0,69595.0,49.1623,136.262,1.0,0.946335,1.0,0.708512,2.16153,6.06067
FBtr0089437.1,106902,107000,98,-19.57,69.0,14.0,26.7347,59.2041,1.0,0.979592,1.0,0.125204,0.123857,-0.0415102
FBtr0089437,106902,114432,7530,-2474.87,69.0,99999.0,41.0518,152.147,1.0,0.932537,1.0,0.672739,1.51811,3.1194
FBtr0089428.1,107760,107838,78,-24.82,55631.0,55631.0,43.8462,486.936,1.0,0.961538,1.0,0.617295,0.837551,0.839244
FBtr0089429.1,107760,107838,78,-24.82,55631.0,55631.0,43.8462,486.936,1.0,0.961538,1.0,0.617295,0.837551,0.839244
FBtr0308091.1,107760,107838,78,-24.82,55631.0,55631.0,43.8462,486.936,1.0,0.961538,1.0,0.617295,0.837551,0.839244
FBtr0330656.1,107760,107956,196,-70.99,55631.0,99999.0,46.5306,560.964,1.0,0.913265,1.0,0.574087,0.991434,1.00071
FBtr0308091,107760,111337,3577,-1198.25,55631.0,99999.0,44.5569,248.924,1.0,0.918088,1.0,0.644886,1.33039,2.58267
FBtr0089428,107760,114210,6450,-2145.04,55631.0,99999.0,42.062,151.446,1.0,0.930853,1.0,0.693951,1.62232,3.50443
FBtr0089429,107760,114432,6672,-2196.61,55631.0,99999.0,41.6217,152.765,1.0,0.931355,1.0,0.689894,1.59377,3.41104
FBtr0330656,107760,114432,6672,-2196.61,55631.0,99999.0,41.6217,152.765,1.0,0.931355,1.0,0.689894,1.59377,3.41104
FBtr0089437.2,107764,107838,74,-22.52,55631.0,597.0,42.973,491.351,1.0,0.959459,1.0,0.600162,0.773108,0.766311
FBtr0089430.1,107936,108101,165,-45.45,99999.0,87540.0,45.4545,645.43,1.0,0.884848,1.0,0.550255,1.07324,1.08958
FBtr0089431.1,107936,108101,165,-45.45,99999.0,87540.0,45.4545,645.43,1.0,0.884848,1.0,0.550255,1.07324,1.08958
FBtr0089432.1,107936,108226,290,-90.30,99999.0,99999.0,45.5172,654.503,1.0,0.931034,1.0,0.735279,1.52771,1.91681
FBtr0089432,107936,114210,6274,-2071.51,99999.0,99999.0,41.9127,149.504,1.0,0.930826,1.0,0.698606,1.64303,3.57763
FBtr0089430,107936,114432,6496,-2121.33,99999.0,99999.0,41.4655,150.926,1.0,0.931342,1.0,0.69428,1.613,3.47922
FBtr0089431,107936,114432,6496,-2121.33,99999.0,99999.0,41.4655,150.926,1.0,0.931342,1.0,0.69428,1.613,3.47922
FBtr0089433.1,108088,108226,138,-46.05,99999.0,99999.0,46.3768,646.899,1.0,0.992754,1.0,0.911435,1.96588,2.78573
FBtr0089433,108088,114432,6344,-2072.92,99999.0,99999.0,41.3871,144.947,1.0,0.931589,1.0,0.69713,1.62457,3.53555
FBtr0089435.1,108132,108226,94,-25.77,99999.0,99999.0,50.8511,646.872,1.0,0.989362,1.0,0.998372,2.18806,3.04748
FBtr0089434.1,108132,108346,214,-64.85,99999.0,99999.0,47.9439,625.276,1.0,0.948598,1.0,0.784294,1.4498,1.84915
FBtr0089434,108132,114432,6300,-2055.74,99999.0,99999.0,41.419,143.162,1.0,0.931746,1.0,0.69693,1.62551,3.54469
FBtr0089435,108132,114432,6300,-2055.74,99999.0,99999.0,41.419,143.162,1.0,0.931746,1.0,0.69693,1.62551,3.54469
FBtr0089428.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089429.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089430.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089431.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089432.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089433.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089434.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089435.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089437.3,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0308091.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0330656.2,108587,108809,222,-61.73,3390.0,3390.0,50.9009,284.329,1.0,0.936937,1.0,0.717329,2.14048,5.92966
FBtr0089436.1,109593,109793,200,-46.53,514.0,272.0,38.7,125.445,1.0,0.92,1.0,0.800465,1.20627,1.17469
FBtr0089436,109593,114210,4617,-1470.33,514.0,555.0,40.1603,58.9026,1.0,0.93329,1.0,0.725712,1.79096,4.18017
FBtr0089428.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089429.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089430.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089431.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089432.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089433.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089434.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089435.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089436.2,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089437.4,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0308091.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0330656.3,110405,110483,78,-24.05,171.0,121.0,52.3077,18.0513,1.0,0.858974,1.0,0.998269,3.89229,13.1338
FBtr0089428.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089429.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089430.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089431.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089432.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089433.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
FBtr0089434.4,110754,110877,123,-46.92,255.0,255.0,53.3333,7.20325,1.0,0.813008,1.0,0.991,3.66554,12.5109
